subject,ACC_0_mean,ACC_0_std,ACC_0_min,ACC_0_max,ACC_1_mean,ACC_1_std,ACC_1_min,ACC_1_max,ACC_2_mean,ACC_2_std,ACC_2_min,ACC_2_max,ECG_0_mean,ECG_0_std,ECG_0_min,ECG_0_max,HRV_CVNN,HRV_MCVNN,HRV_Prc20NN,HRV_pNN20,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_HFn,HRV_LnHF,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CSI_Modified,HRV_PIP,HRV_PAS,HRV_SI,HRV_PI,HRV_C1a,HRV_SD1a,HRV_C2a,HRV_SDNNd,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC,EMG_0_mean,EMG_0_std,EMG_0_min,EMG_0_max,EMG_Activation_N,EDA_0_std,EDA_0_max,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Autocorrelation,Temp_0_std,Temp_0_max,Resp_0_mean,Resp_0_std,Resp_0_min,Resp_0_max,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,label
S10,0.8581871834312167,0.0089328534839898,0.8106000423431396,1.008800029754639,0.0375557561275504,0.0233845956470935,-0.1692000031471252,0.1385999917984008,-0.3283512566884359,0.019771631983215,-0.4085999727249145,-0.1682000160217285,0.0013598044259207,0.1692958226941308,-0.6533660888671875,0.9697265625,0.03471084,0.02950448,392.4,0.0,435.0,4.25,54.6875,0.04474236,0.01861362,0.00138325,2.40374264,0.28751692,-3.98386153,0.1825978,218.62937733,5.47651711,427.65739546,0.37254902,0.04545455,47.95586037,53.76344086,0.48742138,2.48997992,0.54216288,9.51344909,1.77994858,0.78965137,1.8184699,1.88904135,0.093855,-0.12432999,-0.41062961,0.02677959,0.60669606,1.19392247,5.28851833,0.70819755,1.00765879,1.12482409,1.64990578,1.31891536,2.10827131,0.58874341,-0.0023264737810407,0.0093325212287041,-0.0753936767578125,0.0362091064453125,0.0,0.0135415131486496,0.8968353271484375,76.0,0.0038006831237311,0.4477660923214381,0.042115457,34.560333,0.0781024751209077,2.4676001844709265,-9.26971435546875,10.00518798828125,1.227826748,1.0031883719999999,-0.5809398700000001,-1.9371103559999998,-0.263222152,0.00660404,1
S10,0.8583606683640252,0.0070579730735093,0.8365999460220337,0.9296000003814696,0.0387221407053016,0.009420289273856,-0.0645999908447265,0.0643999576568603,-0.3278325423768588,0.020958322418056,-0.3772000074386596,-0.112600028514862,0.0014507544381277,0.1668348163110916,-0.6349639892578125,0.88238525390625,0.02557895,0.02627392,387.0,0.0,426.0,3.35483871,39.0625,0.02326879,0.01530802,0.0024082,1.52003872,0.37350297,-4.1793781,0.17891056,109.61277143,5.589385,312.22068512,0.49038462,0.07142857,45.30280947,54.83870968,0.5109375,1.79049779,0.60596742,6.32108307,1.56956424,0.45145501,1.63585358,1.79529174,0.58934855,-0.40931804,-0.14683489,0.02696877,0.72710771,0.94880001,4.91433588,0.7352913,0.88257758,0.95476823,1.47253227,1.50051346,2.00555861,0.57984574,-0.0023316846575055,0.0095240507185,-0.0758514404296875,0.07232666015625,0.0,0.0136124649491856,0.8968353271484375,84.0,0.0040850637965136,0.3826594947065113,0.032682,34.57721,-0.0011019025530133,1.378951868480157,-3.73382568359375,4.12445068359375,1.174804864,0.65727088,-1.2562619780000002,-3.321941046,-0.06102275399999999,0.0053618780000000005,1
S10,0.8832431462974776,0.0256488862354071,0.8406000137329102,0.9825999736785888,0.0013546317049435,0.0406167504978423,-0.0758000016212463,0.1690000295639038,-0.1019107379672073,0.2249501481054285,-0.3740000128746032,0.2206000089645385,0.0010467256818498,0.1628394905630346,-0.6775360107421875,0.9428558349609376,0.08769861,0.03235456,382.0,2.94117647,504.0,3.29032258,46.875,0.00168601,0.00078674,0.00010634,2.14303862,0.30504448,-7.14761534,0.1059592,822.94690384,9.43759521,1876.99442159,0.49019608,0.08,55.21834143,51.61290323,0.37822812,3.24730658,0.49941287,25.04880853,1.59886488,0.91106904,1.73239596,1.66782851,0.50329326,0.48824897,-0.57087,0.04254016,0.34333909,0.2654444,5.47906481,0.36527742,0.67655689,0.65625205,0.96605714,1.44724128,1.50657881,0.26166374,-0.0023561063494001,0.009779966610251,-0.0758514404296875,0.07232666015625,0.0,0.0136638818244953,0.9052276611328124,101.0,0.0038464506718534,0.3566209904307532,0.031433895,34.57721,0.1156041099911644,2.5632517884567134,-8.05511474609375,7.88421630859375,1.35596,1.500346988,-3.3553990500000004,-4.075444568,-0.307922068,0.01217443,1
S10,0.9085188095711526,0.0083161694161909,0.8472000360488892,0.9825999736785888,-0.0326771673560142,0.0205091100640746,-0.0758000016212463,0.1690000295639038,0.1091177996567317,0.0329141730903805,-0.144599974155426,0.2206000089645385,0.0013338088989257,0.1584149534465062,-0.6876983642578125,0.9917449951171876,0.08780767,0.11539104,387.2,3.09278351,504.0,7.46153846,93.75,0.00664171,0.00825269,0.00035771,0.80479394,0.54108482,-4.7972163,0.12041829,1035.58310377,8.30438652,1737.95635154,0.43298969,0.04761905,54.58362896,46.23655914,0.45052187,4.23643346,0.45010011,27.63331852,1.6121481,0.72219682,1.83030434,1.91151903,0.65178315,-0.21091819,-0.38754494,0.06827877,0.5263569,0.57388376,5.8227574,0.48934311,1.11187378,0.89431854,1.29349007,1.43879435,1.48230243,0.34020169,-0.0023470764160156,0.0100178339788149,-0.0754852294921875,0.0672454833984375,0.0,0.013225270195979,0.9052276611328124,96.0,0.0033078318382135,0.0163312931386617,0.046550836,34.560333,0.0917129879906064,3.0584585158862514,-8.05511474609375,7.88421630859375,1.2557869000000002,1.785570652,-6.806405532000001,-6.376902694,-0.18689598400000001,0.016198218,1
S10,0.908891452119464,0.0055205871425846,0.8811999559402466,0.9543999433517456,-0.033638738317149,0.010839056664966,-0.0609999895095825,0.0762000083923339,0.1082400566041469,0.0255424426238086,-0.008400022983551,0.1854000091552734,0.0013235746111188,0.1590231027336728,-0.7696380615234375,0.9917449951171876,0.05137353,0.037065,407.4,0.0,482.0,4.45454545,62.5,0.00706813,0.00782361,0.00075348,0.90343593,0.50006399,-4.85060876,0.16809711,474.97181813,5.94894216,713.639033,0.48979592,0.21052632,43.10100357,53.26086957,0.61365478,3.97190655,0.46417939,15.68207117,1.38669465,1.88361977,1.6990822,2.13646469,-1.04067621,-1.60554045,-0.26779682,0.27163393,0.67553391,0.92178022,5.45733048,0.67067748,0.99973667,1.09060868,1.39080647,1.48779792,1.76820451,0.53997631,-0.0023527276175362,0.0096715656386221,-0.0754852294921875,0.040374755859375,0.0,0.0131557711241023,0.8975982666015625,85.0,0.0023900394908874,0.0155230579618819,0.0409043,34.53427,0.0043916611444382,2.465729356271321,-4.15496826171875,5.99212646484375,1.4387123000000002,1.7976221559999999,-3.8234941059999996,-4.688300946,-0.122044594,0.04771315799999999,1
S10,0.906805675938016,0.0057653907653903,0.8697999715805054,0.9543999433517456,-0.0311452046505042,0.014195679409884,-0.0636000037193298,0.0546000003814697,0.1245385379535811,0.0212942015149795,0.0097999572753906,0.2513999938964844,0.0012511890956333,0.1647707272467187,-0.7696380615234375,1.0568389892578125,0.06492997,0.061775,387.0,4.95049505,506.0,5.31578947,46.875,0.03470056,0.01350195,0.00164853,2.5700407,0.27084591,-4.30492131,0.27993582,1146.34569743,3.57224744,515.88768183,0.48514851,0.25,47.34926804,56.52173913,0.27206246,5.27333678,0.57002883,17.81665785,1.53788874,1.71179034,1.85321085,1.77922038,-0.21376629,0.04570962,-0.54322403,0.16734826,0.62391003,0.77263633,5.61480477,0.54958048,0.91879659,1.04953978,1.31453979,1.35181043,1.94649361,0.59330597,-0.0023398600987025,0.0109502466147204,-0.1237335205078125,0.0908660888671875,0.0,0.0133600266650056,0.8975982666015625,94.0,0.0021651558071458,0.0248058763256183,0.03182257,34.494415,0.0760675339471726,2.5684314660520475,-5.27801513671875,6.55670166015625,1.281618734,1.60182023,-5.021055862,-4.983073728,-0.15631859399999998,0.046587086,1
S10,0.9057811853090922,0.0067867017776607,0.843000054359436,0.983199954032898,-0.0185537431381997,0.0172035318063443,-0.1133999824523925,0.0546000003814697,0.1281081622668675,0.0207758012132462,0.0097999572753906,0.2513999938964844,0.0013373925345284,0.1691748088618134,-0.6493377685546875,1.1691741943359375,0.08993342,0.07974866,387.0,9.0,548.0,8.33333333,109.375,0.03017244,0.02678042,0.0008022,1.1266603,0.46368961,-3.62008409,0.23982956,2003.01531077,4.16962775,859.94983195,0.46,0.26315789,53.10691203,51.64835165,0.26069131,6.31688699,0.57898677,24.823518,1.62563172,1.80289862,1.92967,1.85960581,-0.3174883,0.28471273,-0.53886197,0.16282123,0.55277907,0.63062682,5.81714585,0.51705787,0.77095576,0.98970026,1.30126072,1.35104775,1.59332852,0.46506993,-0.0022644827706473,0.012556872550006,-0.1237335205078125,0.0908660888671875,0.0,0.013307835581975,0.8678436279296875,88.0,0.0025433097818644,0.2521253038781675,0.04467587,34.494415,0.0091111682710193,3.112150601899394,-9.07135009765625,9.8236083984375,1.307450568,1.4180698079999998,-3.235706192,-3.589244762,-0.125741204,0.07697595399999999,1
S10,0.9011429188592094,0.0080883926157722,0.843000054359436,0.983199954032898,-0.0478826192163285,0.0387903331920498,-0.1657999753952026,0.0418000221252441,0.1582546288825216,0.0367128793673927,0.0507999658584594,0.2616000175476074,0.0011473454066685,0.1672117408341333,-0.691864013671875,1.1691741943359375,0.0729553,0.04622014,404.4,7.21649485,548.0,4.2173913,15.625,0.02398227,0.04791464,0.00094814,0.50052077,0.65776107,-3.03833414,0.23105321,1345.3443288,4.3280074,745.30454984,0.43298969,0.21052632,49.61625753,55.05617978,0.33941489,5.79518857,0.58984393,20.31687288,1.65289054,2.27810218,2.04529824,2.24234475,-0.98821998,-0.72292001,-0.41350409,0.30922913,0.63701992,0.79449967,5.64224425,0.64599783,1.04104526,1.10547558,1.38482396,1.38169953,1.68885418,0.81648406,-0.0024030620029994,0.0110953741056331,-0.0875701904296875,0.0504913330078125,0.0,0.0134001018091644,0.896453857421875,87.0,0.0033498024455446,0.2131182950094703,0.044421155,34.479065,0.0458151317778087,2.72707645144113,-9.07135009765625,9.8236083984375,1.18885475,0.8682875940000001,-1.6607933119999998,-3.076741888,-0.07954407599999999,0.042661057999999995,1
S10,0.9016843809513818,0.0081576073645783,0.8658000230789185,0.9398000240325928,-0.0408333574036757,0.0467029388214776,-0.1657999753952026,0.0482000112533569,0.1493186236960547,0.044699957342991,0.0424000024795532,0.2616000175476074,0.0014121322631835,0.1673396788358024,-0.691864013671875,1.1374053955078125,0.06418918,0.05477586,389.0,5.94059406,502.0,5.31578947,54.6875,0.01019211,0.01173784,0.00065405,0.86831208,0.51974148,-4.44493722,0.20359535,849.50676657,4.91170364,716.00607785,0.47524752,0.13043478,51.97667177,55.31914894,0.32624439,4.2396636,0.60075659,16.84308152,1.63590455,0.82039112,1.91008786,1.63266248,0.5649654,0.57107276,-0.83816234,0.04463997,0.56122372,0.6226573,5.65178831,0.60411723,0.98173398,0.91600702,1.29565526,1.4150765,1.86026977,0.65922886,-0.002419075012207,0.011006108897016,-0.114349365234375,0.0557098388671875,0.0,0.0134532839548512,0.896453857421875,90.0,0.0037563137853413,0.2259349462481479,0.05206061,34.479065,0.1119881402878534,2.344533278092765,-6.524658203125,6.93511962890625,1.307450568,1.4180698079999998,-3.235706192,-3.589244762,-0.12574120400000002,0.07697595399999999,1
S10,0.9041736466657548,0.0059658391823454,0.8702000379562378,0.9398000240325928,0.0160463336322988,0.0188898184755363,-0.0616000294685363,0.0504000186920166,0.1211476620151883,0.0202752645551908,0.0424000024795532,0.190600037574768,0.0012182170322963,0.1706209129348571,-0.6007232666015625,1.1374053955078125,0.05993448,0.06705226,382.4,4.85436893,468.0,5.72222222,39.0625,0.04243239,0.0094558,0.00071197,4.48744689,0.17976748,-4.66112722,0.21185673,748.26051212,4.72017097,633.06464941,0.47572816,0.21052632,52.97075554,54.16666667,0.30858878,3.94955819,0.56931228,16.11131129,1.76815609,0.96375352,1.94820142,1.64336647,0.62163678,1.09793896,-0.8162997,0.05967814,0.56442742,0.74241823,5.63306855,0.68276141,0.66438402,1.00229495,1.38746092,1.26605634,1.96476098,0.58425733,-0.0023261925833565,0.0110723579719042,-0.114349365234375,0.0557098388671875,0.0,0.0134854235968006,0.8922576904296875,72.0,0.0031138901094227,0.4623779100483114,0.041288123,34.44998,0.0325395493280319,2.405974024371272,-6.524658203125,6.93511962890625,1.237570168,1.400457024,-4.424207878,-4.038327294,-0.15781580599999998,0.07523047800000002,1
S10,0.900998660612674,0.0131562648432361,0.7194000482559204,1.0769999027252195,0.0448966194547358,0.0308559246533426,-0.054199993610382,0.2009999752044677,0.0656837050233568,0.1091473819512546,-0.2850000262260437,0.2769999504089355,0.0011269084385463,0.1811806280141597,-0.6152801513671875,1.3907318115234375,0.06332487,0.06887384,379.2,3.92156863,459.0,6.375,54.6875,0.02156145,0.01835789,0.00203404,1.17450611,0.43757824,-3.99769582,0.21724256,853.82913264,4.60314954,651.25813994,0.46078431,0.2,52.65857951,54.83870968,0.31811263,4.33704969,0.54378189,17.47961183,1.53037559,1.76662977,1.95839011,1.87295796,-0.03992756,0.22526606,-0.54835883,0.21023095,0.63439367,0.88595001,5.71606382,0.71171651,0.86671954,0.87046313,1.56542175,1.41630114,2.37123865,0.58874341,-0.0023358372279575,0.0103007971679664,-0.0926971435546875,0.0486602783203125,0.0,0.0134778827892601,0.91552734375,74.0,0.0026702745260285,0.1214573181296542,0.03655385,34.4209,0.0464710780552455,2.9551965012544605,-10.72235107421875,8.831787109375,1.31889236,1.7760297340000002,-5.51008831,-4.766951948000001,-0.180165764,0.07806622999999999,1
